,X,lookup,x,y,state,County,address,prcp,tmax,ndvi,year,location,PHDI_average,palmer_z_average,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,landcover,dtw,landcover_1,landcover_2,landcover_5,landcover_6,landcover_7,landcover_8,landcover_11,landcover_14,landcover_15,landcover_18,county_id
4968,4968,805 2019,-80.61,26.25,florida,Broward,"Broward County, Florida, United States",0.170679861,0.753036852,0.605905969,0,805,0.418551567,0.558685446,0.751202449,0.526116715,0.767664379,0.18343981,0.546652587,0.653021981,0.38020978,0.663632548,0.567234032,0.62059526,0.775593877,0.597110754,0.789473684,0.132352941,0.680016147,0.706563707,0.161904762,0.684210526,0.116838488,2,0.815545611,0,1,0,0,0,0,0,0,0,0,6
4969,4969,805 2019,-81.66,26.15,florida,Collier,"Benfield Road, Collier County, Florida, 34114, United States",0.25061627,0.698049089,0.707268885,0,805,0.418551567,0.558685446,0.752038412,0.66724958,0.923575899,0.201993565,0.615230388,0.593337807,0.444688967,0.696655364,0.553291852,0.629836466,0.764065903,0.382022472,0.863157895,0.088235294,0.963512042,0.876447876,0.047619048,0.813765182,0.034364261,7,0.356825942,0,0,0,0,1,0,0,0,0,0,11
4970,4970,805 2019,-80.46,25.75,florida,Miami-Dade,"Miami-Dade County, Florida, United States",0.218820335,0.898926499,0.623011094,0,805,0.418551567,0.558685446,0.855874409,0.353800502,0.697481126,0.078962715,0.306158999,0.776628483,0.232343189,0.771143455,0.690139031,0.715173787,0.877216843,0.691813804,1,0.132352941,0.736944314,0.791505792,0.157142857,0.744939271,0.113402062,7,0.691558949,0,0,0,0,1,0,0,0,0,0,43
4971,4971,805 2019,-81.36,26.25,florida,Collier,"Collier County, Florida, United States",0.301882748,0.834862868,0.914030639,0,805,0.418551567,0.558685446,0.720917672,0.705550309,0.957968004,0.212019327,0.664857672,0.579271921,0.46475496,0.616275439,0.528894358,0.568742841,0.74389304,0.404494382,0.905263158,0.073529412,0.931811569,0.888030888,0.061904762,0.777327935,0.04467354,14,0.126157022,0,0,0,0,0,0,0,1,0,0,11
4972,4972,805 2019,-80.76,26.4,florida,Palm Beach,"Palm Beach County, Florida, United States",0.284019864,0.772289506,0.759524564,0,805,0.418551567,0.558685446,0.717963447,0.679385037,0.913520272,0.190951289,0.663183406,0.582558949,0.461509705,0.575296748,0.537389632,0.526473701,0.750917286,0.484751204,0.663157895,0.102941176,0.696781698,0.664092664,0.147619048,0.631578947,0.10652921,6,0.743453456,0,0,0,1,0,0,0,0,0,0,50
4973,4973,805 2019,-81.21,26.25,florida,Collier,"Collier County, Florida, United States",0.438426637,0.740045115,0.827395668,0,805,0.418551567,0.558685446,0.719032128,0.713705799,0.959284195,0.206872225,0.69281216,0.575868095,0.471931067,0.600968905,0.531804653,0.565263788,0.746299393,0.407704655,0.905263158,0.073529412,0.899852756,0.849420849,0.061904762,0.724696356,0.04467354,6,0.245205175,0,0,0,1,0,0,0,0,0,0,11
4974,4974,805 2019,-81.81,26.6,florida,Lee,"5050, Soleado Way, Decorum Apartments, Fort Myers, Lee County, Florida, 33966, United States",0.320710228,0.805339447,0.570480718,0,805,0.418551567,0.558685446,0.72882597,0.712974505,0.895143092,0.278008993,0.804840993,0.558798743,0.503820422,0.784993018,0.637626846,0.69117816,0.719182235,0.446227929,0.863157895,0.073529412,0.9646472,0.996138996,0.085714286,0.927125506,0.089347079,7,0.062687928,0,0,0,0,1,0,0,0,0,0,35
4975,4975,805 2019,-81.66,26.6,florida,Lee,"6, Sagewood Avenue, Lehigh Acres, Lee County, Florida, 33936, United States",0.247222322,0.831327397,0.718330692,0,805,0.418551567,0.558685446,0.712786647,0.792440925,0.971137347,0.266634766,0.873941203,0.528781458,0.541285924,0.703519438,0.633955674,0.629075722,0.714785514,0.412520064,0.873684211,0.088235294,0.924644167,0.915057915,0.080952381,0.79757085,0.075601375,2,0.062687928,0,1,0,0,0,0,0,0,0,0,35
4976,4976,805 2019,-80.46,26.4,florida,Palm Beach,"Palm Beach County, Florida, United States",0.21506913,0.819476856,0.675520338,0,805,0.418551567,0.558685446,0.73965617,0.490074942,0.726844331,0.173020899,0.463416973,0.658728484,0.362886178,0.617915922,0.562820349,0.561403493,0.77194446,0.650080257,0.652631579,0.191176471,0.586991854,0.61003861,0.228571429,0.659919028,0.164948454,7,0.547398799,0,0,0,0,1,0,0,0,0,0,50
4977,4977,805 2019,-81.86,26.6,florida,Lee,"Evans Avenue, Fort Myers, Lee County, Florida, 33901, United States",0.313386446,0.79706018,0.512857898,0,805,0.418551567,0.558685446,0.77250202,0.660259918,0.846430612,0.2820849,0.836982743,0.593488022,0.47682185,0.926963321,0.667406432,0.823080994,0.742474541,0.436597111,0.810526316,0.088235294,0.98369122,0.996138996,0.09047619,0.967611336,0.096219931,2,0.11301227,0,1,0,0,0,0,0,0,0,0,35
4978,4978,805 2019,-81.01,26.1,florida,Collier,"Collier County, Florida, United States",0.344646494,0.977118588,0.73496038,0,805,0.418551567,0.558685446,0.754407023,0.639199119,0.914651,0.180005523,0.627584489,0.620468551,0.421712729,0.653934239,0.568276122,0.616507786,0.77645552,0.422150883,0.915789474,0.088235294,0.881721003,0.818532819,0.061904762,0.704453441,0.04467354,7,0.580329072,0,0,0,0,1,0,0,0,0,0,11
4979,4979,805 2019,-81.26,25.8,florida,Collier,"Monroe County, Florida, United States",0.147475975,0.775699669,0.851759113,0,805,0.418551567,0.558685446,0.795507015,0.551632672,0.840803623,0.15204697,0.521508246,0.659581652,0.370560732,0.738307858,0.610657273,0.680920308,0.811498019,0.353130016,0.873684211,0.088235294,0.948942438,0.768339768,0.014285714,0.708502024,0.010309278,2,0.042052341,0,1,0,0,0,0,0,0,0,0,11
4980,4980,805 2019,-82.01,26.75,florida,Lee,"Dead Hog Grade, Lee County, Florida, United States",0.234110964,0.716863165,0.771664025,0,805,0.418551567,0.558685446,0.714925478,0.662608035,0.815678155,0.316564733,0.745676145,0.558584432,0.495406217,0.811786635,0.614654837,0.719790473,0.69537392,0.36918138,0.715789474,0.073529412,0.932050907,0.853281853,0.095238095,0.854251012,0.113402062,6,0.149007504,0,0,0,1,0,0,0,0,0,0,35
4981,4981,805 2019,-81.21,25.8,florida,Collier,"Monroe County, Florida, United States",0.153727984,0.917503385,0.768240887,0,805,0.418551567,0.558685446,0.795507015,0.551632672,0.840803623,0.15204697,0.521508246,0.659581652,0.370560732,0.738307858,0.610657273,0.680920308,0.811498019,0.353130016,0.873684211,0.088235294,0.948942438,0.768339768,0.014285714,0.708502024,0.010309278,7,0.081735058,0,0,0,0,1,0,0,0,0,0,11
4982,4982,805 2019,-80.86,26.4,florida,Palm Beach,"Palm Beach County, Florida, United States",0.23600443,0.939508336,0.6901215,0,805,0.418551567,0.558685446,0.720866545,0.716536953,0.949427085,0.206104869,0.761180677,0.578404304,0.479564356,0.602528754,0.531970594,0.561555816,0.7464366,0.417335474,0.715789474,0.073529412,0.76140947,0.691119691,0.10952381,0.603238866,0.079037801,7,0.653429567,0,0,0,0,1,0,0,0,0,0,50
4983,4983,805 2019,-81.71,26.6,florida,Lee,"4219, 14th Street Southwest, Lehigh Acres, Lee County, Florida, 33976, United States",0.298060091,0.812907146,0.797485473,0,805,0.418551567,0.558685446,0.72882597,0.712974505,0.895143092,0.278008993,0.804840993,0.558798743,0.503820422,0.784993018,0.637626846,0.69117816,0.719182235,0.446227929,0.863157895,0.073529412,0.9646472,0.996138996,0.085714286,0.927125506,0.089347079,2,0.11301227,0,1,0,0,0,0,0,0,0,0,35
4984,4984,805 2019,-81.71,26.4,florida,Lee,"Lee County, Florida, United States",0.248294095,0.786767036,0.887068146,0,805,0.418551567,0.558685446,0.743929719,0.660532703,0.872283249,0.252057238,0.732179773,0.591068611,0.463779919,0.778230894,0.662185636,0.692090356,0.739671755,0.434991974,0.863157895,0.088235294,0.976407126,0.984555985,0.076190476,0.927125506,0.072164948,6,0.206965123,0,0,0,1,0,0,0,0,0,0,35
4985,4985,805 2019,-82.36,27.35,florida,Sarasota,"1857, Slough Road, Sarasota County, Florida, 34240, United States",0.218427352,0.662112592,0.839926043,0,805,0.418551567,0.558685446,0.634600755,0.722186996,0.761313305,0.402945761,0.78264419,0.464191757,0.586979063,0.754763656,0.494138454,0.631377102,0.608376725,0.407704655,0.757894737,0.073529412,0.813236234,0.764478764,0.233333333,0.866396761,0.250859107,6,0.149007504,0,0,0,1,0,0,0,0,0,0,56
4986,4986,805 2019,-80.86,25.7,florida,Miami-Dade,"Miami-Dade County, Florida, United States",0.231288629,0.803849179,0.62088748,0,805,0.418551567,0.558685446,0.825248195,0.59064072,0.899958429,0.140816563,0.658157414,0.669707522,0.381200166,0.806899481,0.639305676,0.756644755,0.83518571,0.404494382,0.936842105,0.044117647,0.903443972,0.764478764,0.033333333,0.659919028,0.024054983,18,0.31500294,0,0,0,0,0,0,0,0,0,1,43
4987,4987,805 2019,-80.76,26.25,florida,Broward,"Broward County, Florida, United States",0.24715087,0.851448255,0.421806656,0,805,0.418551567,0.558685446,0.736400176,0.605764107,0.837949701,0.197805636,0.626852796,0.615212565,0.426405667,0.645411146,0.549639259,0.605478746,0.761045787,0.518459069,0.789473684,0.117647059,0.731191322,0.725868726,0.133333333,0.668016194,0.096219931,2,0.850455957,0,1,0,0,0,0,0,0,0,0,6
4988,4988,805 2019,-81.46,26.75,florida,Hendry,"Capt Hendry Drive, LaBelle, Hendry County, Florida, 33935, United States",0.200814548,0.834343736,0.844025357,0,805,0.418551567,0.558685446,0.671819175,0.85183151,0.977205241,0.280197838,0.948382129,0.48211205,0.594734173,0.598762132,0.605721067,0.538623837,0.686825739,0.353130016,0.789473684,0.088235294,0.853921552,0.772200772,0.076190476,0.619433198,0.075601375,6,0.307746015,0,0,0,1,0,0,0,0,0,0,25
4989,4989,805 2019,-80.51,25.75,florida,Miami-Dade,"Miami-Dade County, Florida, United States",0.224143475,0.806887894,0.508114105,0,805,0.418551567,0.558685446,0.823945033,0.44814415,0.766835505,0.114671534,0.468652249,0.728607524,0.299839214,0.751990593,0.652362205,0.703537196,0.845981391,0.597110754,1,0.044117647,0.819099182,0.818532819,0.066666667,0.753036437,0.048109966,18,0.715988354,0,0,0,0,0,0,0,0,0,1,43
4990,4990,806 2019,-80.21,26.25,florida,Broward,"6312, Northwest 18th Street, Margate, Hammondville, Coral Springs, Broward County, Florida, 33063, United States",0.374602551,0.56891489,0.600147913,0,806,0.263540154,0.507303078,0.83608486,0.433158316,0.713542281,0.128894482,0.579736911,0.735999232,0.309254963,0.827227559,0.651919485,0.747137202,0.845615332,0.778491172,0.810526316,0.338235294,0.524655737,0.625482625,0.347619048,0.639676113,0.250859107,1,0.382601841,1,0,0,0,0,0,0,0,0,0,6
4991,4991,806 2019,-80.21,26.35,florida,Palm Beach,"West Palmetto Park Road, Palm Beach County, Florida, 33428, United States",0.439444822,0.616303628,0.697739039,0,806,0.263540154,0.507303078,0.779452119,0.396600141,0.644790159,0.154185932,0.466976385,0.724602967,0.303251974,0.707953375,0.601298095,0.638469251,0.803759461,0.730337079,0.673684211,0.279411765,0.52673719,0.563706564,0.3,0.631578947,0.216494845,7,0.267802946,0,0,0,0,1,0,0,0,0,0,50
4992,4992,806 2019,-80.16,26.25,florida,Broward,"Herb Culbreath Drive, Pompano Beach, Broward County, Florida, 33061, United States",0.349183666,0.572172894,0.507976756,0,806,0.263540154,0.507303078,0.864057149,0.428174601,0.728516763,0.113637622,0.59156381,0.751428571,0.296887006,0.881129914,0.678418894,0.795642001,0.867526146,0.776886035,0.778947368,0.382352941,0.506780621,0.575289575,0.361904762,0.603238866,0.261168385,18,0.354616473,0,0,0,0,0,0,0,0,0,1,6
4993,4993,806 2019,-80.21,26.45,florida,Palm Beach,"West Atlantic Avenue, Palm Beach County, Florida, 33446, United States",0.281929906,0.568131716,0.884659271,0,806,0.263540154,0.507303078,0.779452119,0.396600141,0.644790159,0.154185932,0.466976385,0.724602967,0.303251974,0.707953375,0.601298095,0.638469251,0.803759461,0.730337079,0.673684211,0.279411765,0.52673719,0.563706564,0.3,0.631578947,0.216494845,7,0.19065789,0,0,0,0,1,0,0,0,0,0,50
4994,4994,806 2019,-80.21,26.7,florida,Palm Beach,"212, Bobwhite Road, The Willows, Royal Palm Beach, Palm Beach County, Florida, 33411, United States",0.304919439,0.723312044,0.650639197,0,806,0.263540154,0.507303078,0.754246588,0.47480185,0.695290738,0.178671372,0.444361016,0.656092153,0.362520479,0.721519329,0.56544922,0.589013087,0.77411812,0.650080257,0.547368421,0.338235294,0.481713219,0.459459459,0.319047619,0.558704453,0.23024055,2,0.22427915,0,1,0,0,0,0,0,0,0,0,50
4995,4995,806 2019,-80.11,26.5,florida,Palm Beach,"51, Country Road South, Golf, Palm Beach County, Florida, 33436, United States",0.32914151,0.633681139,0.771262546,0,806,0.263540154,0.507303078,0.838328003,0.421574948,0.691106121,0.138296452,0.594030476,0.739973747,0.307705685,0.865224651,0.649472811,0.775363921,0.843592321,0.747993579,0.663157895,0.367647059,0.494246955,0.50965251,0.347619048,0.587044534,0.250859107,2,0.044327059,0,1,0,0,0,0,0,0,0,0,50
4996,4996,806 2019,-80.26,26.45,florida,Palm Beach,"Palm Beach County, Florida, United States",0.317387732,0.717592636,0.759693608,0,806,0.263540154,0.507303078,0.779452119,0.396600141,0.644790159,0.154185932,0.466976385,0.724602967,0.303251974,0.707953375,0.601298095,0.638469251,0.803759461,0.730337079,0.673684211,0.279411765,0.52673719,0.563706564,0.3,0.631578947,0.216494845,7,0.258468949,0,0,0,0,1,0,0,0,0,0,50
4997,4997,806 2019,-80.26,26.8,florida,Palm Beach,"13810, 83rd Lane North, Palm Beach County, Florida, 33412, United States",0.276517452,0.706713231,0.763423138,0,806,0.263540154,0.507303078,0.754246588,0.47480185,0.695290738,0.178671372,0.444361016,0.656092153,0.362520479,0.721519329,0.56544922,0.589013087,0.77411812,0.650080257,0.547368421,0.338235294,0.481713219,0.459459459,0.319047619,0.558704453,0.23024055,2,0.298015008,0,1,0,0,0,0,0,0,0,0,50
4998,4998,806 2019,-80.21,26.65,florida,Palm Beach,"10410, Ring Road, The Mall at Wellington Green, Wellington, Palm Beach County, Florida, 33414-9372, United States",0.46513165,0.680957995,0.473248811,0,806,0.263540154,0.507303078,0.764423886,0.428191174,0.662429475,0.167499847,0.443418443,0.692783679,0.328879003,0.748042313,0.582213656,0.613921781,0.787979654,0.696629213,0.578947368,0.294117647,0.505233355,0.498069498,0.3,0.599190283,0.216494845,6,0.200699296,0,0,0,1,0,0,0,0,0,0,50
4999,4999,806 2019,-80.21,26.8,florida,Palm Beach,"10899, Egret Pointe Lane, West Palm Beach, Palm Beach County, Florida, 33412, United States",0.230609839,0.554701401,0.749709456,0,806,0.263540154,0.507303078,0.754246588,0.47480185,0.695290738,0.178671372,0.444361016,0.656092153,0.362520479,0.721519329,0.56544922,0.589013087,0.77411812,0.650080257,0.547368421,0.338235294,0.481713219,0.459459459,0.319047619,0.558704453,0.23024055,2,0.257326118,0,1,0,0,0,0,0,0,0,0,50
5000,5000,806 2019,-80.21,27.1,florida,Martin,"Southeast Cascadia Way, Martin County, Florida, 34997-7850, United States",0.256939731,0.609111853,0.761394612,0,806,0.263540154,0.507303078,0.719509905,0.554785666,0.743923449,0.207635724,0.446987441,0.591242567,0.422118996,0.665217421,0.525456685,0.536137929,0.741050629,0.552166934,0.442105263,0.367647059,0.446258047,0.397683398,0.357142857,0.493927126,0.257731959,6,0.15671982,0,0,0,1,0,0,0,0,0,0,42
5001,5001,806 2019,-80.26,26.05,florida,Broward,"5687, South Pine Island Road, Cooper City, Davie, Miramar, Broward County, Florida, 33328, United States",0.236290236,0.604757406,0.631959852,0,806,0.263540154,0.507303078,0.869490761,0.398390977,0.716555742,0.097034354,0.483413906,0.762512505,0.271027608,0.861546078,0.68979765,0.780203433,0.876934574,0.807383628,0.926315789,0.367647059,0.546685819,0.67953668,0.347619048,0.651821862,0.250859107,7,0.666381817,0,0,0,0,1,0,0,0,0,0,6
5002,5002,806 2019,-80.06,26.65,florida,Palm Beach,"West Palm Beach Golf Course, Georgia Avenue, West Palm Beach, Palm Beach County, Florida, 33405, United States",0.36308099,0.718465316,0.636619123,0,806,0.263540154,0.507303078,0.831852155,0.427135278,0.689453812,0.1419133,0.526251467,0.721780522,0.314455182,0.900811068,0.641529407,0.757392442,0.837024383,0.736757624,0.621052632,0.397058824,0.470417153,0.459459459,0.366666667,0.558704453,0.264604811,1,0.071475235,1,0,0,0,0,0,0,0,0,0,50
5003,5003,806 2019,-80.11,26.15,florida,Broward,"2847, Northeast 18th Street, Soroka Shores, Fort Lauderdale, Broward County, Florida, 33305, United States",0.268407703,0.622036461,0.597422081,0,806,0.263540154,0.507303078,0.875924297,0.359677148,0.673548206,0.088556588,0.472917793,0.784377779,0.249534275,0.866591719,0.699876959,0.790753745,0.885268566,0.7929374,0.884210526,0.352941176,0.547092114,0.637065637,0.328571429,0.631578947,0.237113402,1,0.478444847,1,0,0,0,0,0,0,0,0,0,6
5004,5004,806 2019,-80.21,26.75,florida,Palm Beach,"Western Parkway, Royal Palm Beach, Palm Beach County, Florida, 33411, United States",0.267764639,0.679946582,0.790913893,0,806,0.263540154,0.507303078,0.754246588,0.47480185,0.695290738,0.178671372,0.444361016,0.656092153,0.362520479,0.721519329,0.56544922,0.589013087,0.77411812,0.650080257,0.547368421,0.338235294,0.481713219,0.459459459,0.319047619,0.558704453,0.23024055,2,0.234975227,0,1,0,0,0,0,0,0,0,0,50
5005,5005,806 2019,-80.16,27.05,florida,Martin,"Southeast Bridge Road, Martin County, Florida, 33455, United States",0.329320139,0.666954845,0.844162705,0,806,0.263540154,0.507303078,0.733856145,0.469263506,0.682727822,0.186422237,0.34197998,0.639300762,0.362954528,0.674302171,0.548198151,0.544669746,0.759854219,0.569823435,0.515789474,0.352941176,0.467761528,0.409266409,0.323809524,0.506072874,0.233676976,6,0.075486262,0,0,0,1,0,0,0,0,0,0,42
5006,5006,806 2019,-80.16,27.1,florida,Martin,"Martin County Fire / Rescue Station 33, 6900, Southeast Federal Highway, Gomez, Stuart, Martin County, Florida, 33455, United States",0.265013755,0.750459091,0.63979926,0,806,0.263540154,0.507303078,0.733856145,0.469263506,0.682727822,0.186422237,0.34197998,0.639300762,0.362954528,0.674302171,0.548198151,0.544669746,0.759854219,0.569823435,0.515789474,0.352941176,0.467761528,0.409266409,0.323809524,0.506072874,0.233676976,6,0.120582637,0,0,0,1,0,0,0,0,0,0,42
5007,5007,806 2019,-80.26,26.75,florida,Palm Beach,"13928, Persimmon Boulevard, Palm Beach County, Florida, 33411, United States",0.259190454,0.636921242,0.762736397,0,806,0.263540154,0.507303078,0.754246588,0.47480185,0.695290738,0.178671372,0.444361016,0.656092153,0.362520479,0.721519329,0.56544922,0.589013087,0.77411812,0.650080257,0.547368421,0.338235294,0.481713219,0.459459459,0.319047619,0.558704453,0.23024055,14,0.30259509,0,0,0,0,0,0,0,1,0,0,50
5008,5008,806 2019,-80.26,26.1,florida,Broward,"1627, Southwest 83rd Avenue, Davie, Sunrise, Broward County, Florida, 33324, United States",0.266442785,0.519530177,0.59120972,0,806,0.263540154,0.507303078,0.869490761,0.398390977,0.716555742,0.097034354,0.483413906,0.762512505,0.271027608,0.861546078,0.68979765,0.780203433,0.876934574,0.807383628,0.926315789,0.367647059,0.546685819,0.67953668,0.347619048,0.651821862,0.250859107,7,0.602097888,0,0,0,0,1,0,0,0,0,0,6
5009,5009,806 2019,-80.21,25.85,florida,Miami-Dade,"8240, Northwest 7th Avenue, Rovell Mobile Home Park, Miami-Dade County, Florida, 33150, United States",0.218534529,0.573815321,0.515372425,0,806,0.263540154,0.507303078,0.900595046,0.354123005,0.702985379,0.067420326,0.384168923,0.79138523,0.230220603,0.892836655,0.725580233,0.811571483,0.906521102,0.762439807,0.957894737,0.323529412,0.604198722,0.702702703,0.3,0.663967611,0.216494845,1,0.811197292,1,0,0,0,0,0,0,0,0,0,43
5010,5010,806 2019,-80.11,26.75,florida,Palm Beach,"North Military Trail, West Palm Beach, Palm Beach County, Florida, 3447, United States",0.377996499,0.680626825,0.690290544,0,806,0.263540154,0.507303078,0.809706043,0.41067857,0.660326832,0.15409268,0.440843141,0.712013576,0.310944895,0.853718104,0.619095121,0.713165737,0.818474783,0.701444623,0.610526316,0.397058824,0.455991322,0.436293436,0.366666667,0.534412955,0.264604811,2,0.10947976,0,1,0,0,0,0,0,0,0,0,50
5011,5011,806 2019,-80.26,26.5,florida,Palm Beach,"Palm Beach County, Florida, United States",0.251009253,0.771949385,0.71538299,0,806,0.263540154,0.507303078,0.779452119,0.396600141,0.644790159,0.154185932,0.466976385,0.724602967,0.303251974,0.707953375,0.601298095,0.638469251,0.803759461,0.730337079,0.673684211,0.279411765,0.52673719,0.563706564,0.3,0.631578947,0.216494845,7,0.252703117,0,0,0,0,1,0,0,0,0,0,50
5012,5012,806 2019,-80.11,26.2,florida,Broward,"5839, Federal Highway, The Landlings, Coral Ridge Isles, Fort Lauderdale, Broward County, Florida, 33308, United States",0.266835769,0.597928129,0.46834654,0,806,0.263540154,0.507303078,0.864057149,0.428174601,0.728516763,0.113637622,0.59156381,0.751428571,0.296887006,0.881129914,0.678418894,0.795642001,0.867526146,0.776886035,0.778947368,0.382352941,0.506780621,0.575289575,0.361904762,0.603238866,0.261168385,1,0.408675292,1,0,0,0,0,0,0,0,0,0,6
5013,5013,806 2019,-80.26,26.25,florida,Broward,"10054, Northwest 16th Street, Coral Springs, Broward County, Florida, 33071, United States",0.359865671,0.699875003,0.644659271,0,806,0.263540154,0.507303078,0.83608486,0.433158316,0.713542281,0.128894482,0.579736911,0.735999232,0.309254963,0.827227559,0.651919485,0.747137202,0.845615332,0.778491172,0.810526316,0.338235294,0.524655737,0.625482625,0.347619048,0.639676113,0.250859107,18,0.420523406,0,0,0,0,0,0,0,0,0,1,6
5014,5014,806 2019,-80.26,27.1,florida,Martin,"8650, Southwest Old Kansas Avenue, Martin County, Florida, 34997, United States",0.271944554,0.557153855,0.689952456,0,806,0.263540154,0.507303078,0.719509905,0.554785666,0.743923449,0.207635724,0.446987441,0.591242567,0.422118996,0.665217421,0.525456685,0.536137929,0.741050629,0.552166934,0.442105263,0.367647059,0.446258047,0.397683398,0.357142857,0.493927126,0.257731959,6,0.140174469,0,0,0,1,0,0,0,0,0,0,42
5015,5015,806 2019,-80.11,26.65,florida,Palm Beach,"Supercuts, Barbridge Road, Palm Springs, Palm Beach County, Florida, 33406, United States",0.376335251,0.562403358,0.554601162,0,806,0.263540154,0.507303078,0.831852155,0.427135278,0.689453812,0.1419133,0.526251467,0.721780522,0.314455182,0.900811068,0.641529407,0.757392442,0.837024383,0.736757624,0.621052632,0.397058824,0.470417153,0.459459459,0.366666667,0.558704453,0.264604811,1,0.094031892,1,0,0,0,0,0,0,0,0,0,50
5016,5016,806 2019,-80.16,26.35,florida,Palm Beach,"Boca del Mar Drive, Palm Beach County, Florida, 33433, United States",0.391482977,0.586865237,0.578478605,0,806,0.263540154,0.507303078,0.838328003,0.421574948,0.691106121,0.138296452,0.594030476,0.739973747,0.307705685,0.865224651,0.649472811,0.775363921,0.843592321,0.747993579,0.663157895,0.367647059,0.494246955,0.50965251,0.347619048,0.587044534,0.250859107,7,0.226024539,0,0,0,0,1,0,0,0,0,0,50
5017,5017,806 2019,-80.21,27,florida,Martin,"Florida's Turnpike, Martin County, Florida, United States",0.26294166,0.694719481,0.768378236,0,806,0.263540154,0.507303078,0.722609285,0.490970305,0.690662314,0.196984112,0.382379631,0.624706642,0.382159863,0.659259782,0.533441892,0.530542896,0.74765313,0.593900482,0.494736842,0.352941176,0.471964135,0.436293436,0.319047619,0.534412955,0.23024055,6,0.138055841,0,0,0,1,0,0,0,0,0,0,42
5018,5018,806 2019,-80.21,25.9,florida,Miami-Dade,"I 95, North Miami, Miami-Dade County, Florida, 33168, United States",0.229323711,0.801441479,0.594210248,0,806,0.263540154,0.507303078,0.900595046,0.354123005,0.702985379,0.067420326,0.384168923,0.79138523,0.230220603,0.892836655,0.725580233,0.811571483,0.906521102,0.762439807,0.957894737,0.323529412,0.604198722,0.702702703,0.3,0.663967611,0.216494845,1,0.846867275,1,0,0,0,0,0,0,0,0,0,43
5019,5019,806 2019,-80.26,26.85,florida,Palm Beach,"Palm Beach Gardens, Palm Beach County, Florida, United States",0.306205566,0.592155018,0.859598521,0,806,0.263540154,0.507303078,0.722609285,0.490970305,0.690662314,0.196984112,0.382379631,0.624706642,0.382159863,0.659259782,0.533441892,0.530542896,0.74765313,0.593900482,0.494736842,0.352941176,0.471964135,0.436293436,0.319047619,0.534412955,0.23024055,2,0.249573546,0,1,0,0,0,0,0,0,0,0,50
5020,5020,806 2019,-80.16,26.65,florida,Palm Beach,"Forest Hill Boulevard, Greenacres, Palm Beach County, Florida, 33415, United States",0.442606552,0.677785022,0.715985209,0,806,0.263540154,0.507303078,0.831852155,0.427135278,0.689453812,0.1419133,0.526251467,0.721780522,0.314455182,0.900811068,0.641529407,0.757392442,0.837024383,0.736757624,0.621052632,0.397058824,0.470417153,0.459459459,0.366666667,0.558704453,0.264604811,7,0.140174469,0,0,0,0,1,0,0,0,0,0,50
5021,5021,806 2019,-80.16,26.75,florida,Palm Beach,"West Palm Beach, Palm Beach County, Florida, United States",0.317709264,0.597485076,0.686455362,0,806,0.263540154,0.507303078,0.809706043,0.41067857,0.660326832,0.15409268,0.440843141,0.712013576,0.310944895,0.853718104,0.619095121,0.713165737,0.818474783,0.701444623,0.610526316,0.397058824,0.455991322,0.436293436,0.366666667,0.534412955,0.264604811,2,0.169373455,0,1,0,0,0,0,0,0,0,0,50
5022,5022,806 2019,-80.21,27.05,florida,Martin,"Martin County, Florida, United States",0.259940695,0.552119165,0.795266772,0,806,0.263540154,0.507303078,0.719509905,0.554785666,0.743923449,0.207635724,0.446987441,0.591242567,0.422118996,0.665217421,0.525456685,0.536137929,0.741050629,0.552166934,0.442105263,0.367647059,0.446258047,0.397683398,0.357142857,0.493927126,0.257731959,6,0.14295047,0,0,0,1,0,0,0,0,0,0,42
5023,5023,806 2019,-80.21,26.5,florida,Palm Beach,"Lee Road, Palm Beach County, Florida, 33437, United States",0.204923011,0.679870502,0.734284205,0,806,0.263540154,0.507303078,0.779452119,0.396600141,0.644790159,0.154185932,0.466976385,0.724602967,0.303251974,0.707953375,0.601298095,0.638469251,0.803759461,0.730337079,0.673684211,0.279411765,0.52673719,0.563706564,0.3,0.631578947,0.216494845,7,0.182765147,0,0,0,0,1,0,0,0,0,0,50
5024,5024,806 2019,-80.16,26.5,florida,Palm Beach,"7421, Haviland Circle, Palm Beach County, Florida, 33437, United States",0.255010539,0.455797717,0.572646593,0,806,0.263540154,0.507303078,0.838328003,0.421574948,0.691106121,0.138296452,0.594030476,0.739973747,0.307705685,0.865224651,0.649472811,0.775363921,0.843592321,0.747993579,0.663157895,0.367647059,0.494246955,0.50965251,0.347619048,0.587044534,0.250859107,7,0.11301227,0,0,0,0,1,0,0,0,0,0,50
5025,5025,806 2019,-80.21,26.4,florida,Palm Beach,"10326, 186th Court South, Palm Beach County, Florida, 33498, United States",0.358936801,0.675243063,0.659323825,0,806,0.263540154,0.507303078,0.779452119,0.396600141,0.644790159,0.154185932,0.466976385,0.724602967,0.303251974,0.707953375,0.601298095,0.638469251,0.803759461,0.730337079,0.673684211,0.279411765,0.52673719,0.563706564,0.3,0.631578947,0.216494845,7,0.221635295,0,0,0,0,1,0,0,0,0,0,50
