,exlid,lookup,id,x,y,presence,gen_spe,genus_full,xy,index,year,tmax,prcp,dtw,location,PHDI_average,palmer_z_average,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,landcover,ndvi,ambam,ambma,derva,ixoaf,ixosc,rhisa,landcover_1,landcover_2,landcover_5,landcover_6,landcover_7,landcover_14,landcover_15,landcover_16,landcover_18,species,genus
974,736,802 2019,1046,-82.8,30,0,Dermacentor variabilis,Dermacentor,-82.8 30,109,0.99900991,0.48198702,0.698939858,0.265962355,802,0.46244034,0.336463224,0.266936623,0.971855516,0.653606282,0.769914176,0.883889347,0.110942148,0.924276455,0.411418129,0.385655087,0.297785837,0.236483534,0.518459069,0.631578947,0.279411765,0.486884807,0.617760618,0.366666667,0.724696356,0.570446735,2,0.792202853,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2
977,739,802 2019,1048,-81.7,29.3,0,Dermacentor variabilis,Dermacentor,-81.7 29.3,111,0.99900991,0.575967776,0.698939858,0.039647327,802,0.46244034,0.336463224,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,6,0.921986265,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
981,743,802 2019,1056,-81.4,29.1,0,Dermacentor variabilis,Dermacentor,-81.4 29.1,119,0.99900991,0.580666813,0.405107272,0.057795414,802,0.46244034,0.336463224,0.383992294,0.743407002,0.617886745,0.54434009,0.509797971,0.297436439,0.69954354,0.294553691,0.247396674,0.188034217,0.401595629,0.425361156,0.378947368,0.411764706,0.520275966,0.505791506,0.357142857,0.607287449,0.333333333,7,0.808938193,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2
986,748,802 2019,1094,-81.7,29.2,0,Ixodes scapularis,Ixodes,-81.7 29.2,157,0.99900991,0.597672854,0.618191972,0.106753695,802,0.46244034,0.336463224,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,14,0.836006339,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
988,750,802 2019,1527,-81.4571228,30.30275917,0,Amblyomma americanum,Amblyomma,-81.4571228 30.30275917,577,0.99900991,0.337435668,0.305518213,0.126424072,802,0.46244034,0.336463224,0.3131426,0.475567504,0.189132288,0.722424525,0.328392548,0.279307214,0.68969932,0.387451331,0.114280943,0.320111133,0.282915403,0.359550562,0.294736842,0.397058824,0.354301846,0.281853282,0.471428571,0.218623482,0.429553265,2,0.689466455,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
989,751,802 2019,1337,-82.33554248,29.63132143,0,Amblyomma americanum,Amblyomma,-82.33554248 29.63132143,341,0.99900991,0.563660771,0.755014779,0.150242602,802,0.46244034,0.336463224,0.297758825,0.916302484,0.678138196,0.680160571,0.713333099,0.169358249,0.846114959,0.303381713,0.435174008,0.196324931,0.290923486,0.468699839,0.578947368,0.352941176,0.510982519,0.590733591,0.328571429,0.696356275,0.512027491,2,0.853248811,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
994,756,802 2019,1047,-81.7,29.2,0,Dermacentor variabilis,Dermacentor,-81.7 29.2,110,0.99900991,0.597672854,0.698939858,0.106753695,802,0.46244034,0.336463224,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,14,0.836006339,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2
1001,763,802 2019,1093,-82.8,30,0,Ixodes scapularis,Ixodes,-82.8 30,156,0.99900991,0.48198702,0.618191972,0.265962355,802,0.46244034,0.336463224,0.266936623,0.971855516,0.653606282,0.769914176,0.883889347,0.110942148,0.924276455,0.411418129,0.385655087,0.297785837,0.236483534,0.518459069,0.631578947,0.279411765,0.486884807,0.617760618,0.366666667,0.724696356,0.570446735,2,0.792202853,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3
1003,765,802 2019,1648,-81.4571228,30.30275917,0,Amblyomma maculatum,Amblyomma,-81.4571228 30.30275917,577,0.99900991,0.337435668,0.557631057,0.126424072,802,0.46244034,0.336463224,0.3131426,0.475567504,0.189132288,0.722424525,0.328392548,0.279307214,0.68969932,0.387451331,0.114280943,0.320111133,0.282915403,0.359550562,0.294736842,0.397058824,0.354301846,0.281853282,0.471428571,0.218623482,0.429553265,2,0.689466455,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1006,768,802 2019,939,-81.7,29.2,0,Amblyomma americanum,Amblyomma,-81.7 29.2,2,0.99900991,0.597672854,0.44951861,0.106753695,802,0.46244034,0.336463224,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,14,0.836006339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1007,769,802 2019,1100,-82.2,29.7,0,Ixodes scapularis,Ixodes,-82.2 29.7,163,0.99900991,0.565674645,0.61280878,0.081735058,802,0.46244034,0.336463224,0.253513028,0.878530199,0.62247891,0.695003027,0.607272833,0.153273376,0.84536845,0.202714491,0.394284211,0.101784703,0.258566816,0.406099518,0.494736842,0.352941176,0.489374965,0.494208494,0.323809524,0.5951417,0.487972509,14,0.930755415,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
1009,771,802 2019,1095,-81.7,29.3,0,Ixodes scapularis,Ixodes,-81.7 29.3,158,0.99900991,0.575967776,0.630752754,0.039647327,802,0.46244034,0.336463224,0.332780529,0.797777304,0.636010839,0.600127433,0.557541707,0.253036226,0.747034598,0.247439411,0.501711342,0.143787493,0.3465722,0.391653291,0.273684211,0.382352941,0.474981249,0.447876448,0.342857143,0.546558704,0.384879725,6,0.921986265,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1014,776,802 2019,1496,-82.39602833,29.62455833,0,Amblyomma americanum,Amblyomma,-82.39602833 29.62455833,312,0.99900991,0.564779589,0.269630263,0.109780734,802,0.46244034,0.336463224,0.297758825,0.916302484,0.678138196,0.680160571,0.713333099,0.169358249,0.846114959,0.303381713,0.435174008,0.196324931,0.290923486,0.468699839,0.578947368,0.352941176,0.510982519,0.590733591,0.328571429,0.696356275,0.512027491,14,0.553798204,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1019,781,802 2019,1717,-81.209958,29.480371,0,Dermacentor variabilis,Dermacentor,-81.209958 29.480371,157,0.99900991,0.403893488,0.459836395,0.266183895,802,0.46244034,0.336463224,0.363018588,0.631765421,0.488912904,0.560578579,0.30699613,0.307748103,0.660615243,0.235817012,0.225305249,0.143501996,0.379378807,0.372391653,0.210526316,0.382352941,0.423496975,0.347490347,0.423809524,0.408906883,0.381443299,6,0.694696249,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1022,784,802 2019,1065,-83,29.5,0,Dermacentor variabilis,Dermacentor,-83 29.5,128,0.99900991,0.515104049,0.916510552,0.070087234,802,0.46244034,0.336463224,0.303948184,0.900534754,0.674148469,0.698581562,0.727153782,0.187028237,0.83199116,0.358493575,0.451532882,0.248082474,0.290076855,0.701444623,0.936842105,0.294117647,0.597466398,0.876447876,0.404761905,0.995951417,0.604810997,14,0.717665082,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2
1023,785,802 2019,1669,-82.34773833,29.62871667,0,Dermacentor variabilis,Dermacentor,-82.34773833 29.62871667,438,0.99900991,0.564555826,0.645107934,0.149783901,802,0.46244034,0.336463224,0.297758825,0.916302484,0.678138196,0.680160571,0.713333099,0.169358249,0.846114959,0.303381713,0.435174008,0.196324931,0.290923486,0.468699839,0.578947368,0.352941176,0.510982519,0.590733591,0.328571429,0.696356275,0.512027491,2,0.704405705,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2
1025,787,802 2019,1338,-82.38193667,29.63758833,0,Amblyomma americanum,Amblyomma,-82.38193667 29.63758833,408,0.99900991,0.567017228,0.755014779,0.133868692,802,0.46244034,0.336463224,0.297758825,0.916302484,0.678138196,0.680160571,0.713333099,0.169358249,0.846114959,0.303381713,0.435174008,0.196324931,0.290923486,0.468699839,0.578947368,0.352941176,0.510982519,0.590733591,0.328571429,0.696356275,0.512027491,5,0.886951928,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1026,788,802 2019,1045,-81.3,29.7,0,Dermacentor variabilis,Dermacentor,-81.3 29.7,108,0.99900991,0.399418214,0.532509493,0.119765118,802,0.46244034,0.336463224,0.348598007,0.545560801,0.355791612,0.606988293,0.306881107,0.317796956,0.651422563,0.2802194,0.196520989,0.190655913,0.352012372,0.314606742,0.126315789,0.382352941,0.377383928,0.247104247,0.419047619,0.28340081,0.391752577,14,0.891178024,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2
1028,790,802 2019,1057,-82.4,29.7,0,Dermacentor variabilis,Dermacentor,-82.4 29.7,120,0.99900991,0.543522038,0.481369165,0.212122463,802,0.46244034,0.336463224,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,14,0.85098785,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2
1030,792,802 2019,1453,-81.883,29.617,0,Amblyomma americanum,Amblyomma,-81.883 29.617,11,0.99900991,0.548892367,0.48450936,0.066016073,802,0.46244034,0.336463224,0.301727372,0.814076241,0.594753329,0.655379434,0.632297357,0.213441451,0.794068593,0.267605294,0.453617484,0.162726002,0.303461918,0.364365971,0.294736842,0.382352941,0.460704154,0.409266409,0.338095238,0.506072874,0.408934708,2,0.837432647,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1033,795,802 2019,1097,-82.5,29.7,0,Ixodes scapularis,Ixodes,-82.5 29.7,160,0.99900991,0.537927945,0.526229101,0.238296597,802,0.46244034,0.336463224,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,5,0.844120444,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3
1034,796,802 2019,1110,-83,29.5,0,Ixodes scapularis,Ixodes,-83 29.5,173,0.99900991,0.515104049,0.493929947,0.070087234,802,0.46244034,0.336463224,0.303948184,0.900534754,0.674148469,0.698581562,0.727153782,0.187028237,0.83199116,0.358493575,0.451532882,0.248082474,0.290076855,0.701444623,0.936842105,0.294117647,0.597466398,0.876447876,0.404761905,0.995951417,0.604810997,14,0.717665082,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
1035,797,802 2019,1050,-82.5,29.7,0,Dermacentor variabilis,Dermacentor,-82.5 29.7,113,0.99900991,0.537927945,0.696248262,0.238296597,802,0.46244034,0.336463224,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,5,0.844120444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2
1037,799,802 2019,1049,-81.8,29.4,0,Dermacentor variabilis,Dermacentor,-81.8 29.4,112,0.99900991,0.5665697,0.696248262,0.050540624,802,0.46244034,0.336463224,0.329145781,0.755103175,0.580031027,0.616021541,0.560054703,0.262763899,0.738517635,0.273840979,0.492976236,0.16858216,0.337744194,0.370786517,0.252631579,0.397058824,0.468826217,0.416988417,0.347619048,0.51417004,0.388316151,6,0.821341786,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1039,801,802 2019,977,-81.4,29.1,0,Amblyomma americanum,Amblyomma,-81.4 29.1,40,0.99900991,0.580666813,0.522191707,0.057795414,802,0.46244034,0.336463224,0.383992294,0.743407002,0.617886745,0.54434009,0.509797971,0.297436439,0.69954354,0.294553691,0.247396674,0.188034217,0.401595629,0.425361156,0.378947368,0.411764706,0.520275966,0.505791506,0.357142857,0.607287449,0.333333333,7,0.808938193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1041,803,802 2019,1103,-82.4,29.7,0,Ixodes scapularis,Ixodes,-82.4 29.7,166,0.99900991,0.543522038,0.475088774,0.212122463,802,0.46244034,0.336463224,0.262441817,0.921621959,0.659136097,0.703761319,0.687576884,0.143896097,0.865617176,0.251266275,0.397332578,0.147381439,0.26075191,0.451043339,0.589473684,0.352941176,0.509854096,0.575289575,0.319047619,0.680161943,0.505154639,14,0.85098785,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3
1042,804,802 2019,940,-81.8,29.4,0,Amblyomma americanum,Amblyomma,-81.8 29.4,3,0.99900991,0.5665697,0.484060761,0.050540624,802,0.46244034,0.336463224,0.329145781,0.755103175,0.580031027,0.616021541,0.560054703,0.262763899,0.738517635,0.273840979,0.492976236,0.16858216,0.337744194,0.370786517,0.252631579,0.397058824,0.468826217,0.416988417,0.347619048,0.51417004,0.388316151,6,0.821341786,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1043,805,802 2019,1096,-81.8,29.4,0,Ixodes scapularis,Ixodes,-81.8 29.4,159,0.99900991,0.5665697,0.526229101,0.050540624,802,0.46244034,0.336463224,0.329145781,0.755103175,0.580031027,0.616021541,0.560054703,0.262763899,0.738517635,0.273840979,0.492976236,0.16858216,0.337744194,0.370786517,0.252631579,0.397058824,0.468826217,0.416988417,0.347619048,0.51417004,0.388316151,6,0.821341786,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1048,612,802 2015,1267,-82.63576,29.56216167,0,Amblyomma americanum,Amblyomma,-82.63576 29.56216167,619,0.99702973,0.561646898,0.61236018,0.027904362,802,0.464204192,0.368022953,0.303744262,0.985658619,0.728948061,0.702133014,0.823895352,0.146065236,0.883473982,0.361671663,0.433799614,0.251067131,0.284677094,0.545746388,0.694736842,0.294117647,0.528931719,0.683397683,0.357142857,0.793522267,0.560137457,6,0.851695721,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1056,620,802 2015,1347,-81.18767043,29.56876643,0,Amblyomma americanum,Amblyomma,-81.18767043 29.56876643,439,0.99702973,0.440814499,0.49931314,0.148964225,802,0.464204192,0.368022953,0.363602733,0.599651909,0.428724181,0.585798205,0.328485207,0.306509469,0.664873434,0.282007245,0.214839588,0.189073496,0.36832163,0.338683788,0.157894737,0.367647059,0.401537078,0.293436293,0.423809524,0.340080972,0.384879725,5,0.763845747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1059,623,802 2015,1478,-82.402145,30.25337833,0,Amblyomma americanum,Amblyomma,-82.402145 30.25337833,223,0.99702973,0.482210783,0.488995354,0.06236657,802,0.464204192,0.368022953,0.188533879,0.890380828,0.552235286,0.791955528,0.789973895,0.109357033,0.912057056,0.242923915,0.318827251,0.139546827,0.184857802,0.483146067,0.494736842,0.352941176,0.416448534,0.494208494,0.361904762,0.5951417,0.546391753,14,0.84856841,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1068,632,802 2015,1575,-81.18858523,29.57081791,0,Amblyomma maculatum,Amblyomma,-81.18858523 29.57081791,449,0.99702973,0.440814499,0.616397575,0.14583518,802,0.464204192,0.368022953,0.363602733,0.599651909,0.428724181,0.585798205,0.328485207,0.306509469,0.664873434,0.282007245,0.214839588,0.189073496,0.36832163,0.338683788,0.157894737,0.367647059,0.401537078,0.293436293,0.423809524,0.340080972,0.384879725,5,0.763845747,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
1071,635,802 2015,1234,-81.18858523,29.57081791,0,Amblyomma americanum,Amblyomma,-81.18858523 29.57081791,449,0.99702973,0.440814499,0.533855291,0.14583518,802,0.464204192,0.368022953,0.363602733,0.599651909,0.428724181,0.585798205,0.328485207,0.306509469,0.664873434,0.282007245,0.214839588,0.189073496,0.36832163,0.338683788,0.157894737,0.367647059,0.401537078,0.293436293,0.423809524,0.340080972,0.384879725,5,0.763845747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1082,1167,804 1994,1530,-82.3738357,28.0083818,0,Amblyomma americanum,Amblyomma,-82.3738357 28.0083818,396,0.986633786,0.648243451,0.624472363,0.150121406,804,0.468250674,0.763171623,0.575113104,0.639759052,0.631902184,0.472922367,0.574083067,0.44248389,0.576450874,0.713298381,0.713102173,0.581292498,0.539972074,0.36918138,0.536842105,0.220588235,0.625127109,0.544401544,0.3,0.647773279,0.333333333,6,0.616999472,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1083,1168,804 1994,1265,-82.52471,27.4266,0,Amblyomma americanum,Amblyomma,-82.52471 27.4266,57,0.986633786,0.748713353,0.698491259,0.117091788,804,0.468250674,0.763171623,0.666299469,0.618400609,0.671195016,0.400853339,0.706179129,0.514700042,0.52973085,0.851449232,0.517158387,0.711034958,0.626148123,0.359550562,0.726315789,0.058823529,0.794007322,0.694980695,0.238095238,0.805668016,0.250859107,2,0.697490755,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1084,1169,804 1994,1712,-82.3738357,28.0083818,0,Dermacentor variabilis,Dermacentor,-82.3738357 28.0083818,396,0.986633786,0.648243451,0.661706111,0.150121406,804,0.468250674,0.763171623,0.575113104,0.639759052,0.631902184,0.472922367,0.574083067,0.44248389,0.576450874,0.713298381,0.713102173,0.581292498,0.539972074,0.36918138,0.536842105,0.220588235,0.625127109,0.544401544,0.3,0.647773279,0.333333333,6,0.616999472,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1087,1757,805 2020,1207,-80.32208928,25.72561236,0,Amblyomma americanum,Amblyomma,-80.32208928 25.72561236,258,0.999504955,0.739650923,0.559425455,0.624864585,805,0.473853497,0.705529473,0.90743525,0.285700073,0.634074806,0.053697749,0.265074784,0.819798654,0.186944376,0.88797082,0.739006645,0.817983839,0.917622618,0.704654896,0.968421053,0.191176471,0.686665808,0.722007722,0.2,0.684210526,0.144329897,1,0.699957739,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1089,1759,805 2020,1849,-80.31062597,25.74031044,0,Ixodes affinis,Ixodes,-80.31062597 25.74031044,562,0.999504955,0.70921906,0.73348201,0.645238311,805,0.473853497,0.705529473,0.90743525,0.285700073,0.634074806,0.053697749,0.265074784,0.819798654,0.186944376,0.88797082,0.739006645,0.817983839,0.917622618,0.704654896,0.968421053,0.191176471,0.686665808,0.722007722,0.2,0.684210526,0.144329897,1,0.590586371,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3
1090,1760,805 2020,1741,-80.34448833,27.24083,0,Dermacentor variabilis,Dermacentor,-80.34448833 27.24083,323,0.999504955,0.727232037,0.617294773,0.131535398,805,0.473853497,0.705529473,0.685119361,0.678972269,0.816450828,0.250591094,0.600048568,0.51763553,0.511605988,0.63239202,0.476239245,0.505310408,0.700355603,0.455858748,0.336842105,0.323529412,0.455844784,0.359073359,0.342857143,0.453441296,0.24742268,2,0.732826202,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2
1091,1761,805 2020,1835,-80.38333076,26.02535885,0,Ixodes scapularis,Ixodes,-80.38333076 26.02535885,654,0.999504955,0.794584912,0.897220779,0.777811628,805,0.473853497,0.705529473,0.807088848,0.394625902,0.670913105,0.132161978,0.437242192,0.736065938,0.288457805,0.743709399,0.63139605,0.681822931,0.828645703,0.717495987,0.905263158,0.235294118,0.635082991,0.72972973,0.228571429,0.700404858,0.164948454,6,0.643792921,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1093,1763,805 2020,1770,-80.34450991,25.69390048,0,Ixodes scapularis,Ixodes,-80.34450991 25.69390048,548,0.999504955,0.834135147,0.615948975,0.582195956,805,0.473853497,0.705529473,0.855874409,0.353800502,0.697481126,0.078962715,0.306158998,0.776628484,0.232343189,0.771143453,0.690139031,0.715173789,0.877216842,0.691813804,1,0.132352941,0.736944314,0.791505792,0.157142857,0.744939271,0.113402062,1,0.634252509,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,3
1094,1764,805 2020,1299,-80.34450991,25.69390048,0,Amblyomma americanum,Amblyomma,-80.34450991 25.69390048,548,0.999504955,0.84694562,0.630752754,0.582195956,805,0.473853497,0.705529473,0.855874409,0.353800502,0.697481126,0.078962715,0.306158998,0.776628484,0.232343189,0.771143453,0.690139031,0.715173789,0.877216842,0.691813804,1,0.132352941,0.736944314,0.791505792,0.157142857,0.744939271,0.113402062,1,0.634252509,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1096,1766,805 2020,1333,-81.370456,25.916757,0,Amblyomma americanum,Amblyomma,-81.370456 25.916757,4,0.999504955,0.895726106,0.547761871,0.065544494,805,0.473853497,0.705529473,0.762553914,0.60021372,0.872644385,0.176415074,0.518888213,0.622841816,0.40372794,0.679308884,0.576344298,0.62919149,0.783126624,0.367576244,0.884210526,0.102941176,0.970843918,0.841698842,0.023809524,0.781376518,0.017182131,14,0.715044902,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1098,1768,805 2020,1754,-82.09850268,26.43974595,0,Dermacentor variabilis,Dermacentor,-82.09850268 26.43974595,364,0.999504955,0.752741101,0.5273506,0.393657751,805,0.473853497,0.705529473,0.733514708,0.470552081,0.641842326,0.287125894,0.557711051,0.64898859,0.385502064,0.821500702,0.644495648,0.732517693,0.721136643,0.390048154,0.821052632,0.102941176,0.977156761,0.907335907,0.076190476,0.943319838,0.085910653,6,0.883095615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2
1099,1769,805 2020,1634,-82.154425,27.347381,0,Amblyomma maculatum,Amblyomma,-82.154425 27.347381,63,0.999504955,0.547997312,0.702977253,0.083343828,805,0.473853497,0.705529473,0.599673666,0.821082697,0.863913652,0.394410312,0.817509815,0.424863899,0.627964384,0.630873877,0.472798617,0.520750718,0.591906695,0.391653291,0.589473684,0.117647059,0.815220207,0.783783784,0.176190476,0.773279352,0.209621993,6,0.86681458,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
1100,1770,805 2020,1227,-80.60676575,25.38295364,0,Amblyomma americanum,Amblyomma,-80.60676575 25.38295364,204,0.999504955,0.695010065,0.104097096,0.23393805,805,0.473853497,0.705529473,0.863735987,0.478912187,0.837277102,0.079300153,0.470431953,0.729758831,0.299046906,0.796351272,0.694875517,0.740844093,0.881133166,0.547351525,0.915789474,0.058823529,0.842210826,0.725868726,0.061904762,0.720647773,0.04467354,7,0.818277866,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1101,1771,805 2020,1713,-80.36029005,26.18874007,0,Dermacentor variabilis,Dermacentor,-80.36029005 26.18874007,466,0.999504955,0.810472136,0.611462981,0.576797172,805,0.473853497,0.705529473,0.766034988,0.424295728,0.663447619,0.164628756,0.43839405,0.697155244,0.324156074,0.677562746,0.587014746,0.623790558,0.791949394,0.695024077,0.8,0.205882353,0.610424861,0.683397683,0.233333333,0.688259109,0.16838488,18,0.605293185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2
1102,1772,805 2020,1816,-82.12596506,26.43711604,0,Ixodes scapularis,Ixodes,-82.12596506 26.43711604,248,0.999504955,0.808793907,0.610565783,0.428048536,805,0.473853497,0.705529473,0.733514708,0.470552081,0.641842326,0.287125894,0.557711051,0.64898859,0.385502064,0.821500702,0.644495648,0.732517693,0.721136643,0.390048154,0.821052632,0.102941176,0.977156761,0.907335907,0.076190476,0.943319838,0.085910653,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,3
1103,1773,805 2020,1209,-80.3237807,25.72372863,0,Amblyomma americanum,Amblyomma,-80.3237807 25.72372863,418,0.999504955,0.700604157,0.611911581,0.622294137,805,0.473853497,0.705529473,0.90743525,0.285700073,0.634074806,0.053697749,0.265074784,0.819798654,0.186944376,0.88797082,0.739006645,0.817983839,0.917622618,0.704654896,0.968421053,0.191176471,0.686665808,0.722007722,0.2,0.684210526,0.144329897,1,0.725905969,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1104,1774,805 2020,1692,-80.67134857,25.69881439,0,Dermacentor variabilis,Dermacentor,-80.67134857 25.69881439,180,0.999504955,0.821324675,0.582304023,0.54184,805,0.473853497,0.705529473,0.830596595,0.514253933,0.833483354,0.128668038,0.609157979,0.710970921,0.336390585,0.808944061,0.649802581,0.749798932,0.843864988,0.476725522,0.978947368,0.029411765,0.880218046,0.791505792,0.023809524,0.692307692,0.017182131,18,0.717105124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2
1106,1776,805 2020,1609,-81.370456,25.916757,0,Amblyomma maculatum,Amblyomma,-81.370456 25.916757,4,0.999504955,0.866636824,0.432023234,0.065544494,805,0.473853497,0.705529473,0.762553914,0.60021372,0.872644385,0.176415074,0.518888213,0.622841816,0.40372794,0.679308884,0.576344298,0.62919149,0.783126624,0.367576244,0.884210526,0.102941176,0.970843918,0.841698842,0.023809524,0.781376518,0.017182131,14,0.715044902,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
1107,1777,805 2020,1874,-80.33483495,25.74241672,0,Rhipicephalus sanguineus,Rhipicephalus,-80.33483495 25.74241672,546,0.999504955,0.747706417,0.787313934,0.649124335,805,0.473853497,0.705529473,0.855874409,0.353800502,0.697481126,0.078962715,0.306158998,0.776628484,0.232343189,0.771143453,0.690139031,0.715173789,0.877216842,0.691813804,1,0.132352941,0.736944314,0.791505792,0.157142857,0.744939271,0.113402062,1,0.574558901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,4
1110,1780,805 2020,1183,-82.09296735,26.43797808,0,Amblyomma americanum,Amblyomma,-82.09296735 26.43797808,486,0.999504955,0.80767509,0.401967077,0.385547949,805,0.473853497,0.705529473,0.733514708,0.470552081,0.641842326,0.287125894,0.557711051,0.64898859,0.385502064,0.821500702,0.644495648,0.732517693,0.721136643,0.390048154,0.821052632,0.102941176,0.977156761,0.907335907,0.076190476,0.943319838,0.085910653,6,0.87360803,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1111,1781,805 2020,1352,-80.38333076,26.02535885,0,Amblyomma americanum,Amblyomma,-80.38333076 26.02535885,654,0.999504955,0.796934431,0.665294906,0.777811628,805,0.473853497,0.705529473,0.807088848,0.394625902,0.670913105,0.132161978,0.437242192,0.736065938,0.288457805,0.743709399,0.63139605,0.681822931,0.828645703,0.717495987,0.905263158,0.235294118,0.635082991,0.72972973,0.228571429,0.700404858,0.164948454,6,0.643792921,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
